subject_id,question,transcription_new,chunks
82,1," Mary's father is five daughters but no sons. Nana, Nini, Nini, Nono. Nunu? Nunu. A-E-I-O-U. There we go.","Chunk 1:
Mary's father is five daughters but no sons.

Chunk 2:
Nana, Nini, Nini, Nono.

Chunk 3:
Nunu? Nunu.

Chunk 4:
A-E-I-O-U.

Chunk 5:
There we go."
82,2," If you were running a race, and you passed the person in second place, what place would you be in now? Well, if I was behind the second place person, I passed them in first place. If I was in first place, and they passed by, then I'd be in third, but I think it's first.","Chunk 1:
If you were running a race, and you passed the person in second place, what place would you be in now?

Chunk 2:
Well, if I was behind the second place person, I passed them in first place.

Chunk 3:
If I was in first place, and they passed by, then I'd be in third, but I think it's first."
82,3," It is a stormy night and the plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the US and half lands in Canada. Which country do you bury the survivors? Well, they took off at JFK. They landed halfway between Canada and the US. Wherever they're born. Because... Where is the place they're from?","Chunk 1:
It is a stormy night and the plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the US and half lands in Canada.

Chunk 3:
Which country do you bury the survivors?

Chunk 4:
Well, they took off at JFK.

Chunk 5:
They landed halfway between Canada and the US.

Chunk 6:
Wherever they're born.

Chunk 7:
Because... Where is the place they're from?"
82,4," A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Monkey, squirrel, and bird. Who will get the banana first? The monkey, the squirrel, or the bird? The monkey can climb very good. The squirrel is small and fast, but a bird can fly. Honestly, I think the monkey would win because he'd be the only reason to get a banana. And the rest of them don't really care for bananas I don't think as much. They are racing for it. They're not going for a... wait, they're going to a coconut tree. But they're trying to get a banana. None of them? If they're looking for a banana in a coconut tree, that's impossible.","Chunk 1:
A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Monkey, squirrel, and bird. Who will get the banana first? The monkey, the squirrel, or the bird?

Chunk 2:
The monkey can climb very good. The squirrel is small and fast, but a bird can fly.

Chunk 3:
Honestly, I think the monkey would win because he'd be the only reason to get a banana. And the rest of them don't really care for bananas I don't think as much.

Chunk 4:
They are racing for it. They're not going for a... wait, they're going to a coconut tree. But they're trying to get a banana.

Chunk 5:
None of them? If they're looking for a banana in a coconut tree, that's impossible."
82,5," In a one story, that's spelled really weird, story, pink house, there was a pink person, a pink cat, a pink fish, a pink computer, and a pink chair, a pink table, a pink telephone, a pink shower, everything was pink. What color were the stairs, probably? I bet you they were pink, because everything is pink, it says. Everything was pink. Everything's pink.","Chunk 1:
In a one story, that's spelled really weird, story, pink house, there was a pink person, a pink cat, a pink fish, a pink computer, and a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.

Chunk 2:
What color were the stairs, probably?

Chunk 3:
I bet you they were pink, because everything is pink, it says.

Chunk 4:
Everything was pink.

Chunk 5:
Everything's pink."
82,6," How many of each animal did Moses put on the ark? Two. Two of each animal. Halfway done. Well, I mean, yeah. Male and female.","Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
Two.

Chunk 3:
Two of each animal.

Chunk 4:
Halfway done.

Chunk 5:
Well, I mean, yeah.

Chunk 6:
Male and female."
82,7," The wind blows west, an electric train runs east, in which cardinal direction does the smoke from the locomotive blow? Wind blows west, the train runs east, in which cardinal direction does the smoke from the locomotive blow? Even though the train is running east, the wind is probably going to blow the smoke because it's light.","Chunk 1:
The wind blows west, an electric train runs east, in which cardinal direction does the smoke from the locomotive blow?

Chunk 2:
Wind blows west, the train runs east, in which cardinal direction does the smoke from the locomotive blow?

Chunk 3:
Even though the train is running east, the wind is probably going to blow the smoke because it's light."
82,8," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first? Well, I would stack the wood, put the newspaper on it, pour oil on it, and light that. So, I would put it on the oil first, technically. That what we're learning first and then the newspaper in the wood.","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?

Chunk 2:
Well, I would stack the wood, put the newspaper on it, pour oil on it, and light that.

Chunk 3:
So, I would put it on the oil first, technically.

Chunk 4:
That what we're learning first and then the newspaper in the wood."
82,9," Would it be ethical for a man to marry the sister of his widow? Hmm, you know, it might be, might not be. I mean, this is purely subjective based on who they are and what their upcoming and upbringing was. I mean, ethically yes, morally maybe not. So the other way around, I don't know. I'm just gonna say yes.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow?

Chunk 2:
Hmm, you know, it might be, might not be.

Chunk 3:
I mean, this is purely subjective based on who they are and what their upcoming and upbringing was.

Chunk 4:
I mean, ethically yes, morally maybe not.

Chunk 5:
So the other way around, I don't know.

Chunk 6:
I'm just gonna say yes."
82,10," Which sentence is correct? A. The yolk of the egg are white. What? Or B. The yolk of the egg is... They're both the same thing. The yolk of the egg... Oh, R. R or is. The yolk is not white. The yolk is... None of them are white. The yoke is yellow. The whites are white. I mean it doesn't matter if it's A's or R, both of them are wrong.","Chunk 1:
Which sentence is correct? A. The yolk of the egg are white. What? 

Chunk 2:
Or B. The yolk of the egg is... They're both the same thing. 

Chunk 3:
The yolk of the egg... Oh, R. R or is. 

Chunk 4:
The yolk is not white. The yolk is... None of them are white. 

Chunk 5:
The yoke is yellow. The whites are white. 

Chunk 6:
I mean it doesn't matter if it's A's or R, both of them are wrong."
83,1," Okay, so here we go. Mary's father has five daughters and no sons. No, no, no, no, no. What's his fifth daughter's name? It's obviously Mary because, oh, should I type it? Yeah, yeah. It's obviously Mary.","Chunk 1:
Okay, so here we go.

Chunk 2:
Mary's father has five daughters and no sons.

Chunk 3:
No, no, no, no, no.

Chunk 4:
What's his fifth daughter's name?

Chunk 5:
It's obviously Mary because, oh, should I type it?

Chunk 6:
Yeah, yeah.

Chunk 7:
It's obviously Mary."
83,2," Okay, if you were running a race and you passed the person in second place, what place would you be in now? I mean, you'd be in first place, right? If you're running a race and you passed the person in second place, you'd be in first place. Keep reading aloud and... Yeah, okay. Okay, right? Running a race. You've passed the person in second place. You're obviously in first place. Oh, no, wait. No, you're in second place. Because you've come from third place and you've now passed the person in second place. Ah, my bad, my bad. Second.","Chunk 1:
Okay, if you were running a race and you passed the person in second place, what place would you be in now? I mean, you'd be in first place, right? If you're running a race and you passed the person in second place, you'd be in first place.

Chunk 2:
Keep reading aloud and... Yeah, okay.

Chunk 3:
Okay, right? Running a race. You've passed the person in second place. You're obviously in first place.

Chunk 4:
Oh, no, wait. No, you're in second place. Because you've come from third place and you've now passed the person in second place.

Chunk 5:
Ah, my bad, my bad. Second."
83,3," Okay. It's a stormy night, and a plane takes off from JFK Airport in New York. The storm worsens, and the plane crashes. Half lands in the United States, the other half lands in Canada. Which country do you bury the survivors I mean I guess you would have to bury them in New York. If it's New York is going to Canada. Or on the other hand, it might be some Canadians going back home. I mean, it obviously, blah, it obviously crashed on the border. So, um, do I need to know much about geography? I don't know much about North America. Um, uh, I would say you would bury, wait, bury the survivors? Oh my god, I spent so much time thinking about this. You don't bury survivors.","Chunk 1:
Okay. It's a stormy night, and a plane takes off from JFK Airport in New York. The storm worsens, and the plane crashes. Half lands in the United States, the other half lands in Canada.

Chunk 2:
Which country do you bury the survivors I mean I guess you would have to bury them in New York. If it's New York is going to Canada. Or on the other hand, it might be some Canadians going back home.

Chunk 3:
I mean, it obviously, blah, it obviously crashed on the border. So, um, do I need to know much about geography? I don't know much about North America.

Chunk 4:
Um, uh, I would say you would bury, wait, bury the survivors? Oh my god, I spent so much time thinking about this. You don't bury survivors."
